dif_1,dif_2
0,0.0803437865745029
0,0.322142237521374
0,0.574489087779688
0,-1.67028127366577
0,-0.299523958692049
0,-4.01154803819637e-18
0,-0.547378244407495
0,-0.0169675387262725
0,-0.0878775215147152
0,-0.00271999999999986
0,-0.186485370050706
0,-0.375873390705581
0,-0.0745124612736681
0,-0.206183855421621
0,-0.368087469878978
0,-0.0447689156626592
0,0.0182803786574659
0,-0.0360631325301051
0,-1.47431304647156
0,-0.80979996557567
0,-0.931619173838248
0,0.0122621686748852
0,-0.139873149741966
0,-0.00463084337349451
0,-0.0715021686747311
0,-0.0787768674698685
0,1.83266691910592
0,0.137879965575896
0,-0.484330946643987
0,0.662660034423841
0,-0.931264165232313
0,-0.0596913597250559
0,-0.073396316695346
0,0.0977210327022908
0,1.76750826161988
0,0.965905404474843
0,1.06414378657487
0,-1.41503194492255
0,-0.167636385542086
0,0.0296545955255413
0,-1.19338399311559
0,1.68307094664253
0,1.58459376936096
0,-0.291991807228995
0,0.202597349397184
0,0.374866437177047
0,-0.4356151462995
0,0.0901185197935329
0,0.0818818932874251
0,-0.0553814113596675
0,-0.29575549053299
0,-0.383531703958657
0,0.133511703959145
0,-0.116076144578273
0,-0.443952117038542
0,0.764583201377035
0,-0.598323786574968
0,0.0242516351120081
0,1.18165476764169
0,-0.555462891566319
0,0.651920344234333
0,-0.293642030981075
0,-0.366029156626195
0,-1.89431876075739
0,-0.821356936316638
0,-0.493344509466507
0,0.577804509466445
0,0.827922547332409
0,0.434506127366141
0,1.42398289156626
0,-0.769286299483633
0,3.3175758003438
0,1.74749975903623
0,0.744983442341031
0,-0.260759414801848
0,-0.414062650601922
0,-0.369993253012026
0,0.866745576591075
0,0.00107480206610949
0,0.0447339070566014
0,0.0201563855424158
0,-0.0405959036142285
0,-0.269719552495775
0,-0.614785060240965
0,-0.274857900172047
0,0.0508398278829301
0,1.26501900172095
0,-0.414488502582008
0,-1.51294650602403
0,-0.649160240963314
-0.0274184343434343,0.557610499139468
0,0.0756876075731464
0,0.051189466436687
0,-0.0171722203096315
0,2.48139848537032
0,0.676447814113522
0,-0.47817129087811
0,1.04406757314958
0,0.135307401032738
0,0.243295731497382
0,-1.02387060240962
0,-0.446690567986196
0,-0.522300447504017
0,-0.242550327022611
0,0.143484543889848
0,1.43050461273666
0,0.837031290878809
0,0.192913253012155
0,0.756534870913571
0,-0.0698556970735729
0,-0.302641204819307
0,-1.22670141135968
0,-0.174111807228789
0,-0.276183373494849
0,-0.234851841652027
0,0.459041652323306
0,0.486387160068381
0,-0.343501583476644
0,-0.628219036145496
0,-0.309531462995502
0,0.642629328743412
0,0.614911359725098
0,1.06064313252896
0,1.05289979345949
0,0.0372849913940274
0,-0.136881790019092
0,-0.0782643029256656
0,2.46511669535243
0,0.375479586918446
0,-0.824246092944051
0,0.567439827882759
0,-0.0862989672983537
0,0.85170984509532
0,0.0294817900172584
0,-1.49904072289141
0,0.207182203098328
0,-0.0635187263337775
0,-0.0618887435455737
0,0.238256282271941
0,-0.0829476764199598
0,0.742940757314871
0,-0.0992532874354626
0,-0.41335411359702
0,1.61931129087594
0,0.14436702237508
0,0.681928674697913
0,0.213197005163086
0,0.0491412736660573
0,2.3788174526678
0,0.987665163511319
0,0.868904509467522
0,0.917733356282053
0,0.668685266781476
0,-3.94199012048205
0,0.115975903615299
0,-0.212571084337367
0,0.3862019277107
0,0.86421208261652
0,0.141489466437132
0,-0.385391325300942
0,0.901568364888858
0,-0.515855352840467
0,-0.250238726334025
0,-1.91689903614551
0,0.676689466437528
0,0.338665886402877
0,0.0713177280552069
0,-0.278979380378661
0,1.16292478485493
0,0.112319518072746
0,-0.0754816867469873
0,-0.130837246127173
0,0.168756626506024
0,1.72208068846915
0,1.53895655765982
0,1.0790777624786
0,-0.426917487090295
0,-0.0696002065407926
0,-0.150102065404431
0,-0.555797246128371
0,0.069678657487092
0,-0.261441032702659
0,0.605065129088241
0,0.823691944921603
0,-0.604028709122217
0,0.94744017211674
0,0.4999497074004
0,-0.0134069879519175
0,0.455711703958704
0,0.0496082271938224
0,-0.0796916006884645
0,-0.347923098106913
0,0.438834354561274
0,-0.411397487090794
0,0.550181308090031
0,2.06135308089418
0,0.898417452668749
0,-0.277447504303376
0,-0.398017452667696
0,-0.170774113597839
0,-0.67257401032728
0,-0.410192461273092
0,-0.962982030980801
0,0.140453597245943
0,-0.00278237521507887
0,0.002528364888152
0,-0.767957762478547
0,-0.514779449225704
0,-0.899415387263229
0,0.869725404474751
0,-0.335487160068601
0,0.787113321859634
0,0.27305686747001
0,0.566854836487434
0,-0.0252661273667187
0,-0.45201552495588
0,-0.43886791738394
0,1.62321889845161
0,0.782978382099629
0,0.0890244061965959
0,-0.000903820998265137
0,-0.779517211703813
0,0.00270547332190997
0,1.25005820998219
0,-0.0328312564543701
0,0.442829500859749
0,0.505363476763887
0,0.576389018933257
0,1.56452963855467
-0.0647078282828283,0.313871841652726
0,-2.01891628227184
0,1.67686922547373
0,-0.130687607573233
0,3.39137531841133
0,-0.918326884681856
0,1.15462323580042
0,-0.0601444750428951
0,0.108542478485188
0,-2.33746956970709
0,-0.0752089500860663
0,0.120034354561595
0,2.57092616179001
0,0.259077383821084
0,-0.00770987951807545
0,0.305191462994783
-0.0152830808080808,0.474682616179074
0,0.470386024096533
0,-0.433055283993128
0,-0.125812220309799
0,-0.737677418244436
0,-0.380594388984505
0,-0.751188846815917
0,-0.120569156626443
0,-0.153899208261525
0,-0.0997992771084034
0,-0.167710361445882
0,-0.348054836488628
-0.0992018939393939,-0.300261927710621
0,-0.432001858864077
0,0.283098760757372
0,-0.531524716006882
0,-0.0242107745266393
0,0.11260750430352
0,-0.516666884681688
0,-0.842723476764804
0,0.597460654045794
0,0.634201790018504
0,-0.120462409638778
0,0.708929638554205
0,0.271244956971294
0,-0.779364302925215
0,0.812991325301249
0,-3.40099817556088
0,0.00908791738400538
0,-0.623130912221245
0,-0.138563373493888
0,-0.0836675387263155
0,-0.102359277108419
0,-0.310255456110383
0,-0.176220826161999
0,-0.165907779690498
0,-0.934886574871327
0,0.999922134252179
0,-0.596262478485473
0,-0.0812268158347172
0,-0.401770189329037
0,-0.551937074010115
0,2.27544605851944
0,-0.0713072289157198
0,-0.120476488812339
0,1.28075827882921
0,-0.110701686746879
0,-1.72228402753872
0,-0.583683924270162
0,-2.40184419965612
0,1.6899164888118
0,-0.131972874354402
0,-2.98571366609196
0,0.687504302926061
0,-2.47983986230738
0,1.54461796901865
0,-0.0785346987951689
0,0.359350499138995
0,-2.32305820998197
0,0.253527917384553
0,-2.11612647159855
0,-0.877511153184811
0,-0.54434378657438
0,-0.400147194492256
0,-0.0524086058518394
0,-1.4462708777969
0,-1.23795029259927
0,1.79703139414815
0,-0.870683304647071
0,2.22884392427007
