dif_1,dif_2
0,0.0140424012356356
0,-0.101532281589006
0,-0.0736492496138545
0,-0.130906846072677
0,0.0119312295881816
0,-0.00193575418994651
0,-0.835095562233606
0,-0.136155468635985
0,0.0259349381018129
0,0.000635625859697359
0,-0.0516430528766068
0,-0.366460042418095
0,0.467179621617883
0,-0.00180932123289095
0,0.132914709566307
0,0.00326258596973517
0,-0.00190221081508785
0,0.0250376153627272
0,-2.16444475037049
0,0.10345049910469
0,-0.514397211314759
0,0.672166501963386
0,-1.08467759061813
0,-2.38524477946811e-18
0,0.129916853526819
0,0.151352260380023
0,-0.171071713553983
0,0.0705015683951235
0,0.49169564138027
0.202758152173913,0.271678727148329
0,-2.09057195407817
0,1.16317184188508
0,0.258962293192357
0,0.808727637109491
0,-1.41887507857274
0,-0.271064063688737
0,-3.07210951411249
0,-0.744182943603851
0,-0.0916008130143215
0.00292346837944664,-0.337576683853843
0,0.355052678413206
0,-2.20319754866589
0,0.952816784365515
0,0.194303092989657
0,0.322500303535041
0,0.996266707906638
0.00423782114624505,-0.200428834346403
0.00834125494071145,0.396714157054867
0,-0.268783262508389
0.00286912055335966,-0.214147736546542
0,-0.0544761851334853
0.00229451581027668,0.00613053184053464
0,-0.179056616691987
0,0.499569060883886
0,0.396378226122237
0,0.992231882766437
0.00273606719367588,-0.44471879769163
0,-1.57544052315713
0.00287509881422924,0.936944914049782
0,0.495471201770405
0,-0.19231217446804
0,0.109879733042329
0,-2.36929778150084
0,-0.377438223970921
0,-0.197753878723887
0,-0.286071393113355
0,0.939126668101095
0,1.95835858006772
0.00301284584980236,0.499290034042833
0,0.689377214080979
0.00697682806324109,-1.25417459829585
0,1.98766472916124
0,0.505257362852094
0,0.607523890173956
0.00320024703557312,0.0815014731083374
0,0.00527949712894649
0,-0.659334687588707
0,-0.195293245372521
0.00320943675889327,0.131625995711711
0,0.284255948913791
0,-0.165857789338735
0.00226077075098814,-0.925437822074691
0.0490019268774704,-0.516372102387301
0.00713023715415018,-0.694086519176357
0.002630854743083,1.0756159736578
0,0.366850549053401
0,0.851830883019579
0,1.15279389778121
0,-2.62854248422676
0,0.764343876648101
-0.167365365612648,-0.35043182129096
0,1.5299711933176
0,1.16171844958535
0,0.777107230295516
0,-4.46388942005711
0,0.626633665557319
0,-0.334089230249782
0,1.38924681057065
0.00300943675889328,0.655714630416767
0,-0.10850219928845
0.00264125494071147,-0.0553405715690655
0.00333171936758894,-0.0937771057303199
0.00442784090909091,-0.135234444760186
-0.131660227272727,-0.126096632675887
0,-0.454714283848066
0,1.99534566866207
0,0.292914636565156
0,0.15276854448908
0,0.239439325154117
0,1.17521908662636
0.0073401432806324,0.578602070958073
0.00250896739130434,-0.642112000799101
0.00290313735177865,-0.322484348320387
0,0.901836773147019
0.00383129940711461,0.14548791544029
0,0.260210390907483
0,0.525741566703586
0,-0.175240550052334
0.00341007905138338,-1.04154706492737
0.00320447134387351,-0.428111316115151
0.100397529644268,-0.0748026157853972
